Number;Name;Platform;Year;Genre;Publisher;Cluster
1349;LEGO Indiana Jones 2: The Adventure Continues;Wii;2009;Action;Activision;40
1351;Tiger Woods PGA Tour 09 All-Play;Wii;2008;Sports;Electronic Arts;40
1369;Toy Story 3: The Video Game;Wii;2010;Action;Disney Interactive Studios;40
1376;Metroid: Other M;Wii;2010;Action;Nintendo;43
1381;Call of Duty: Black Ops;Wii;2010;Shooter;Activision;40
1398;Hannah Montana: Spotlight World Tour;Wii;2007;Action;Disney Interactive Studios;40
1409;Hasbro Family Game Night 2;Wii;2009;Misc;Electronic Arts;40
1410;Disney Princess: Enchanted Journey;Wii;2007;Adventure;Disney Interactive Studios;40
1435;LEGO Harry Potter: Years 5-7;Wii;N/A;Action;Warner Bros. Interactive Entertainment;43
1506;Deal or No Deal;Wii;2009;Misc;Zoo Games;43
1512;High School Musical 3: Senior Year DANCE!;Wii;2008;Misc;Disney Interactive Studios;43
1513;Gold's Gym: Cardio Workout;Wii;2008;Sports;Ubisoft;43
1521;EA Playground;Wii;2007;Sports;Electronic Arts;43
1524;EA Sports Active 2;Wii;2010;Sports;Electronic Arts;43
1527;Need for Speed Carbon;Wii;2006;Racing;Electronic Arts;43
1536;Guitar Hero: Aerosmith;Wii;2008;Misc;Activision;43
1564;Jillian Michaels' Fitness Ultimatum 2009;Wii;2008;Sports;Deep Silver;43
1566;Rockstar Games presents Table Tennis;Wii;2007;Sports;Take-Two Interactive;43
1583;Winter Sports: The Ultimate Challenge;Wii;2007;Sports;RTL;43
1612;Ben 10: Protector of Earth;Wii;2007;Action;D3Publisher;43
1631;Boom Blox;Wii;2008;Puzzle;Electronic Arts;43
1633;The Sims 2: Castaway;Wii;2007;Simulation;Electronic Arts;43
1672;Just Dance 2016;Wii;2015;Misc;Ubisoft;43
1673;Disney Sing It;Wii;2008;Misc;Disney Interactive Studios;43
1684;PokéPark Wii: Pikachu's Adventure;Wii;2009;Adventure;Nintendo;44
1692;Pro Evolution Soccer 2008;Wii;2008;Sports;Konami Digital Entertainment;43
1725;Wario Land: Shake It!;Wii;2008;Platform;Nintendo;43
1742;EA Sports Active: More Workouts;Wii;2009;Sports;Electronic Arts;43
1770;Sonic and the Black Knight;Wii;2009;Platform;Sega;43
1791;Rabbids Go Home;Wii;2009;Platform;Ubisoft;43
1844;Need for Speed: ProStreet;Wii;2007;Racing;Electronic Arts;43
1864;NERF N-Strike;Wii;2008;Shooter;Electronic Arts;43
1886;Tiger Woods PGA Tour 10;Wii;2009;Sports;Electronic Arts;43
1892;Endless Ocean;Wii;2007;Adventure;Nintendo;43
1899;The Biggest Loser;Wii;2009;Sports;THQ;43
1902;Resident Evil: The Darkside Chronicles;Wii;2009;Action;Capcom;43
1905;FIFA Soccer 11;Wii;2010;Sports;Electronic Arts;43
1935;Disney Universe;Wii;2011;Action;Disney Interactive Studios;43
1948;Sega Superstars Tennis;Wii;2008;Sports;Sega;43
1969;Skylanders: Trap Team;Wii;2014;Action;Activision;43
1972;Dance on Broadway;Wii;2010;Misc;Ubisoft;43
1986;MySims Agents;Wii;2009;Adventure;Electronic Arts;43
1990;Guinness World Records: The Videogame;Wii;2008;Action;Warner Bros. Interactive Entertainment;43
1993;Dragon Ball Z: Budokai Tenkaichi 3;Wii;2007;Fighting;Atari;43
2017;Tiger Woods PGA Tour 08;Wii;2007;Sports;Electronic Arts;43
2019;Epic Mickey 2: The Power of Two;Wii;2012;Action;Disney Interactive Studios;43
2023;The Simpsons Game;Wii;2007;Action;Electronic Arts;43
2025;Rock Band 2;Wii;2008;Misc;MTV Games;43
2028;FIFA Soccer 08;Wii;2007;Sports;Electronic Arts;43
2029;Naruto: Clash of Ninja Revolution;Wii;2007;Fighting;Tomy Corporation;43
2036;Wall-E;Wii;2008;Platform;THQ;43
2050;Guitar Hero: Warriors of Rock;Wii;2010;Misc;Activision;43
2056;NERF N-Strike Elite;Wii;2009;Shooter;Electronic Arts;43
2078;Wheel of Fortune;Wii;2010;Misc;THQ;43
2093;Band Hero;Wii;2009;Misc;Activision;43
2094;Cars: Race-O-Rama;Wii;2009;Racing;THQ;43
2097;Scooby-Doo! First Frights;Wii;2009;Action;Warner Bros. Interactive Entertainment;43
2101;WWE SmackDown vs Raw 2008;Wii;2007;Fighting;THQ;43
2102;FIFA Soccer 10;Wii;2009;Sports;Electronic Arts;43
2109;Xenoblade Chronicles;Wii;2010;Role-Playing;Nintendo;43
2131;de Blob;Wii;2008;Platform;THQ;47
2138;Club Penguin: Game Day!;Wii;2010;Sports;Disney Interactive Studios;47
2143;LEGO The Lord of the Rings;Wii;2012;Action;Warner Bros. Interactive Entertainment;47
2156;Dragon Quest X;Wii;2012;Role-Playing;Square Enix;45
2182;Cars 2;Wii;2011;Racing;Disney Interactive Studios;47
2189;Guitar Hero: Metallica;Wii;2009;Misc;Activision;47
2193;Tony Hawk: RIDE;Wii;2009;Sports;Activision;47
2195;Wii Play: Motion;Wii;2011;Misc;Nintendo;43
2203;Cars;Wii;2006;Racing;THQ;47
2222;Nickelodeon Fit;Wii;2010;Sports;Take-Two Interactive;47
2227;EA Sports Grand Slam Tennis;Wii;2009;Sports;Electronic Arts;47
2230;Sonic Riders: Zero Gravity;Wii;2008;Racing;Sega;47
2259;Kung Fu Panda;Wii;2008;Action;Activision;47
2276;AMF Bowling Pinbusters!;Wii;2007;Sports;Bethesda Softworks;47
2297;Rhythm Heaven;Wii;N/A;Misc;Unknown;46
2303;We Ski & Snowboard;Wii;2008;Sports;Atari;43
2316;Samba De Amigo;Wii;2008;Misc;Sega;47
2319;FIFA Soccer 09 All-Play;Wii;2008;Sports;Electronic Arts;47
2329;Madden NFL 08;Wii;2007;Sports;Electronic Arts;47
2340;CSI: Hard Evidence;Wii;2008;Adventure;Ubisoft;47
2342;F1 2009;Wii;2009;Racing;Codemasters;47
2348;Monster 4X4: World Circuit;Wii;2006;Racing;Ubisoft;47
2352;Call of Duty: Modern Warfare 3;Wii;2011;Shooter;Activision;47
2362;Ghostbusters: The Video Game;Wii;2009;Action;Atari;47
2367;Endless Ocean: Blue World;Wii;2009;Simulation;Nintendo;43
2371;Cooking Mama: World Kitchen;Wii;2008;Simulation;505 Games;47
2382;Gold's Gym: Dance Workout;Wii;2010;Sports;Ubisoft;47
2388;Pictionary;Wii;2010;Puzzle;THQ;47
2393;The House of the Dead: Overkill;Wii;2009;Shooter;Sega;47
2412;Tomb Raider: Anniversary;Wii;2007;Action;Eidos Interactive;47
2433;Need for Speed: Nitro;Wii;2009;Racing;Electronic Arts;47
2434;Madden NFL 09 All-Play;Wii;2008;Sports;Electronic Arts;47
2440;Blazing Angels: Squadrons of WWII;Wii;2007;Simulation;Ubisoft;47
2452;Karaoke Revolution Glee;Wii;2010;Misc;Konami Digital Entertainment;47
2467;Harvest Moon: Tree of Tranquility;Wii;2007;Simulation;Rising Star Games;47
2482;WWE SmackDown vs. Raw 2009;Wii;2008;Fighting;THQ;47
2497;The Price is Right;Wii;2008;Misc;Ubisoft;47
2505;Deca Sports 2;Wii;2009;Sports;Hudson Soft;47
2511;Star Wars The Clone Wars: Republic Heroes;Wii;2009;Action;LucasArts;47
2524;Hasbro Family Game Night 3;Wii;2010;Misc;Electronic Arts;47
2541;EA Sports Active NFL Training Camp;Wii;2010;Sports;Electronic Arts;47
2558;Ben 10: Alien Force;Wii;2008;Action;Koch Media;47
2564;MadWorld;Wii;2009;Action;Sega;47
2569;ABBA: You Can Dance;Wii;2011;Misc;Ubisoft;47
2580;All Star Cheer Squad;Wii;2008;Sports;THQ;47
2590;Star Wars: The Force Unleashed II;Wii;2010;Action;LucasArts;47
2617;Ghost Squad;Wii;2007;Shooter;Sega;47
2621;FIFA 12;Wii;2011;Sports;Electronic Arts;47
2628;PokePark 2: Wonders Beyond;Wii;2011;Action;Nintendo;47
2640;We Sing;Wii;2009;Misc;Nordic Games;47
2659;Harry Potter and the Half-Blood Prince;Wii;2009;Action;Electronic Arts;47
2660;DJ Hero;Wii;2009;Misc;Activision;47
2691;Raving Rabbids: Travel in Time;Wii;2010;Adventure;Ubisoft;47
2704;Drawn to Life: The Next Chapter;Wii;2009;Puzzle;THQ;47
2712;Deer Drive;Wii;2009;Sports;Big Ben Interactive;47
2718;FIFA 15;Wii;2014;Sports;Electronic Arts;47
2726;Monopoly Streets;Wii;2010;Misc;Electronic Arts;47
2728;Harvest Moon: Animal Parade;Wii;2008;Simulation;Rising Star Games;47
2740;WWE SmackDown vs. Raw 2010;Wii;2009;Fighting;THQ;47
2778;Madden NFL 11;Wii;N/A;Sports;Unknown;47
2779;Namco Museum Remix;Wii;2007;Misc;Atari;47
2784;Indiana Jones and the Staff of Kings;Wii;2009;Action;Activision;47
2803;Madden NFL 10;Wii;2009;Sports;Electronic Arts;47
2814;Just Dance Wii;Wii;2011;Misc;Nintendo;46
2819;Avatar: The Game;Wii;2009;Action;Ubisoft;47
2830;FIFA Soccer 13;Wii;2012;Action;Electronic Arts;47
2861;Dragon Quest Swords: The Masked Queen and the Tower of Mirrors;Wii;2007;Role-Playing;Square Enix;48
2879;LEGO Rock Band;Wii;2009;Misc;Warner Bros. Interactive Entertainment;47
2947;Disney Tangled;Wii;2010;Action;Disney Interactive Studios;47
2975;Kirby's Dream Collection: Special Edition;Wii;2012;Action;Nintendo;47
2976;Bakugan: Battle Brawlers;Wii;2009;Action;Activision;47
2978;The Last Story;Wii;2011;Role-Playing;Nintendo;47
3000;Red Steel;Wii;2006;Shooter;Ubisoft;47
3005;Country Dance;Wii;2011;Misc;Funbox Media;47
3021;The Biggest Loser: Challenge;Wii;2010;Sports;THQ;47
3026;Need For Speed: Undercover;Wii;2008;Racing;Electronic Arts;47
3027;Taiko no Tatsujin Wii;Wii;2008;Misc;Namco Bandai Games;46
3034;Summer Sports: Paradise Island (Others sales);Wii;2008;Sports;Ubisoft;47
3038;TV Show King Party;Wii;2008;Puzzle;Ubisoft;47
3040;007: Quantum of Solace;Wii;2008;Action;Activision;47
3041;Rock Band 3;Wii;2010;Misc;MTV Games;47
3068;Puzzler Brain Games;Wii;2012;Puzzle;Namco Bandai Games;46
3083;New Play Control! Pikmin;Wii;2008;Strategy;Nintendo;47
3109;Real Heroes: Firefighter;Wii;2009;Action;Rondomedia;47
3126;Disney Sing It: Party Hits;Wii;2010;Misc;Disney Interactive Studios;47
3131;The Black Eyed Peas Experience;Wii;2011;Misc;Ubisoft;47
3180;Donkey Kong Barrel Blast;Wii;2007;Racing;Nintendo;47
3181;Okami;Wii;2008;Action;Capcom;47
3184;Family Feud: 2010 Edition;Wii;2009;Misc;Ubisoft;47
3185;Red Steel 2;Wii;2010;Shooter;Ubisoft;47
3207;DJ Hero 2;Wii;2010;Misc;Activision;47
3210;Cabela's Big Game Hunter (2008);Wii;2007;Sports;Activision;47
3216;Metroid Prime: Trilogy;Wii;2009;Shooter;Nintendo;47
3232;World of Zoo;Wii;2009;Simulation;THQ;47
3266;SpongeBob's Atlantis SquarePantis;Wii;2007;Action;THQ;47
3285;Muramasa: The Demon Blade;Wii;2009;Role-Playing;Rising Star Games;47
3293;Disney Sing It: Family Hits;Wii;2010;Misc;Disney Interactive Studios;47
3297;New Carnival Games;Wii;2010;Misc;Take-Two Interactive;47
3303;Cabela's Monster Buck Hunter;Wii;2010;Sports;Activision;47
3306;New Play Control! Donkey Kong Jungle Beat;Wii;2008;Platform;Nintendo;47
3312;Pac-Man Party;Wii;2010;Misc;Namco Bandai Games;47
3325;Guitar Hero: Smash Hits;Wii;2009;Misc;Activision;47
3326;Disney TH!NK Fast: The Ultimate Trivia Showdown;Wii;2008;Misc;Disney Interactive Studios;47
3335;New Play Control! Pikmin 2;Wii;2009;Strategy;Nintendo;47
3346;Phineas and Ferb: Across the 2nd Dimension;Wii;2011;Action;Disney Interactive Studios;47
3348;The Golden Compass;Wii;N/A;Action;Sega;47
3366;Disney Sing It! High School Musical 3: Senior Year;Wii;2008;Misc;Disney Interactive Studios;47
3390;Jeopardy!;Wii;2010;Misc;THQ;47
3397;Iron Man;Wii;2008;Action;Sega;47
3412;Go Diego Go! Great Dinosaur Rescue;Wii;2008;Action;Take-Two Interactive;47
3413;Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);Wii;2007;Action;Activision;47
3424;Skate it;Wii;2008;Sports;Electronic Arts;47
3440;Top Spin 3;Wii;2008;Action;Take-Two Interactive;47
3441;Petz Dogz 2;Wii;2007;Simulation;Ubisoft;47
3443;The Conduit;Wii;2009;Shooter;Sega;47
3447;Cabela's Dangerous Hunts 2011;Wii;2010;Sports;Activision;47
3453;Trivial Pursuit;Wii;2009;Misc;Electronic Arts;47
3454;The Legend of Spyro: Dawn of the Dragon;Wii;2008;Platform;Vivendi Games;47
3457;Rayman Origins;Wii;2011;Platform;Ubisoft;47
3498;Rapala: We Fish;Wii;2009;Sports;Activision;47
3500;Tetris Party Deluxe;Wii;2010;Puzzle;Nintendo;47
3514;Up;Wii;2009;Action;THQ;47
3527;No More Heroes;Wii;2007;Action;Rising Star Games;47
3536;Jillian Michaels Fitness Ultimatum 2010;Wii;2009;Sports;Majesco Entertainment;47
3538;Grease;Wii;2010;Misc;505 Games;47
3542;Dora The Explorer: Dora Saves the Snow Princess;Wii;2008;Platform;Take-Two Interactive;47
3557;Bolt;Wii;2008;Adventure;Disney Interactive Studios;47
3589;Tony Hawk: Shred;Wii;2010;Sports;Activision;47
3597;Monster High: Ghoul Spirit;Wii;2011;Misc;THQ;47
3608;Madagascar: Escape 2 Africa;Wii;2008;Action;Activision;47
3619;Tiger Woods PGA Tour 11;Wii;2010;Sports;Electronic Arts;47
3622;Monster Jam: Path of Destruction;Wii;2010;Racing;Activision;47
3623;Rapala Tournament Fishing!;Wii;2006;Sports;Activision;47
3639;Harry Potter and the Deathly Hallows - Part 1;Wii;2010;Action;Electronic Arts;47
3654;Tatsunoko vs. Capcom: Ultimate All-Stars;Wii;2010;Fighting;Capcom;47
3677;Summer Sports: Paradise Island;Wii;2008;Sports;Ubisoft;47
3684;Are You Smarter than a 5th Grader? Make the Grade;Wii;2008;Misc;THQ;47
3698;Excite Truck;Wii;2006;Racing;Nintendo;50
3700;System 3 presents Ferrari Challenge Trofeo Pirelli;Wii;2008;Racing;System 3 Arcade Software;47
3714;Manhunt 2;Wii;2007;Action;Take-Two Interactive;47
3732;Madden NFL 13;Wii;2012;Sports;Electronic Arts;47
3754;Tales of Symphonia: Dawn of the New World;Wii;2008;Role-Playing;Namco Bandai Games;47
3763;SpongeBob SquarePants featuring Nicktoons: Globs of Doom;Wii;2008;Action;THQ;47
3797;We Cheer;Wii;2008;Simulation;505 Games;47
3800;Alice in Wonderland;Wii;2010;Adventure;Disney Interactive Studios;47
3815;Go Diego Go! Safari Rescue;Wii;2008;Action;Take-Two Interactive;47
3828;GT Pro Series;Wii;2006;Racing;Ubisoft;47
3832;Naruto Shippuden: Clash of Ninja Revolution 3;Wii;2009;Fighting;Nintendo;47
3850;Bully: Scholarship Edition;Wii;2008;Action;Take-Two Interactive;47
3854;Cars Toon: Mater's Tall Tales;Wii;2010;Misc;Disney Interactive Studios;47
3859;Ratatouille;Wii;2007;Action;THQ;47
3878;My Word Coach;Wii;2007;Misc;Ubisoft;47
3895;Pro Evolution Soccer 2010;Wii;2009;Sports;Konami Digital Entertainment;50
3903;Sega Bass Fishing;Wii;2008;Sports;Sega;47
3904;Fire Emblem: Radiant Dawn;Wii;2007;Strategy;Nintendo;47
3914;SpongeBob SquarePants: Creature from the Krusty Krab;Wii;2006;Platform;THQ;47
3930;NBA 2K11;Wii;2010;Action;Take-Two Interactive;47
3973;Babysitting Mama;Wii;2010;Simulation;505 Games;47
3974;Boogie;Wii;2007;Misc;Electronic Arts;47
3977;Madden NFL 07;Wii;2006;Sports;Electronic Arts;47
3982;Fortune Street;Wii;2011;Misc;Nintendo;47
4001;Dreamworks Madagascar Kartz;Wii;2009;Racing;Activision;47
4020;Cars Mater-National Championship;Wii;2007;Racing;THQ;47
4037;Ultimate I Spy;Wii;2008;Adventure;Scholastic Inc.;47
4045;Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);Wii;2009;Shooter;Activision;47
4069;Bass Pro Shops: The Strike;Wii;2009;Sports;XS Games;47
4080;Harry Potter and the Order of the Phoenix;Wii;2007;Action;Electronic Arts;47
4085;Dead Space Extraction;Wii;2009;Shooter;Electronic Arts;47
4091;Active Life: Extreme Challenge;Wii;2009;Sports;Namco Bandai Games;47
4092;The Sims 2: Pets;Wii;2007;Simulation;Electronic Arts;47
4097;Silent Hill: Shattered Memories;Wii;2009;Action;Konami Digital Entertainment;47
4106;Pinball Hall of Fame: The Williams Collection;Wii;2008;Misc;System 3 Arcade Software;47
4126;Need for Speed: Hot Pursuit;Wii;2010;Racing;Electronic Arts;47
4130;FlingSmash;Wii;2010;Action;Nintendo;50
4132;Spider-Man 3;Wii;2007;Platform;Activision;47
4135;Tomb Raider: Underworld;Wii;2008;Action;Eidos Interactive;47
4142;Ford Racing Off Road;Wii;2008;Racing;Xplosiv;47
4143;SimCity Creator;Wii;2008;Simulation;Electronic Arts;50
4146;Emergency Heroes;Wii;2008;Racing;Ubisoft;47
4159;MySims Racing;Wii;2009;Racing;Electronic Arts;47
4171;WWE SmackDown vs. Raw 2011;Wii;2010;Fighting;THQ;47
4172;Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III;Wii;2011;Role-Playing;Square Enix;49
4174;Petz Sports;Wii;2008;Simulation;Ubisoft;47
4193;Boom Blox Bash Party;Wii;2009;Puzzle;Electronic Arts;47
4198;The Princess and the Frog;Wii;2009;Platform;Disney Interactive Studios;47
4201;Tiger Woods PGA Tour 07;Wii;N/A;Sports;Electronic Arts;47
4217;We Sing Encore;Wii;2010;Misc;Nordic Games;47
4235;Country Dance 2;Wii;2011;Misc;GameMill Entertainment;47
4237;Crash of the Titans;Wii;2007;Action;Vivendi Games;47
4255;Walk it Out!;Wii;2010;Sports;Konami Digital Entertainment;47
4277;Madden NFL 12;Wii;2011;Sports;Electronic Arts;47
4288;Scooby-Doo! and the Spooky Swamp;Wii;2010;Action;Warner Bros. Interactive Entertainment;47
4300;iCarly;Wii;2009;Adventure;Activision;47
4304;Disney Guilty Party;Wii;2010;Misc;Disney Interactive Studios;47
4306;Pirates of the Caribbean: At World's End;Wii;2007;Action;Disney Interactive Studios;47
4317;Barbie as The Island Princess;Wii;2007;Adventure;Activision;47
4322;Crash: Mind Over Mutant;Wii;2008;Platform;Vivendi Games;47
4330;NBA 2K13;Wii;2012;Sports;Take-Two Interactive;47
4336;Karaoke Revolution Presents American Idol Encore;Wii;2008;Misc;Konami Digital Entertainment;47
4347;Thrillville: Off the Rails;Wii;2007;Strategy;LucasArts;47
4353;Rock Band Country Track Pack;Wii;2009;Misc;MTV Games;47
4357;PES 2009: Pro Evolution Soccer;Wii;2009;Sports;Konami Digital Entertainment;50
4361;Samurai Warriors 3;Wii;2009;Action;Nintendo;47
4369;Dance Dance Revolution: Hottest Party 3;Wii;2009;Simulation;Konami Digital Entertainment;47
4371;Petz: Catz 2;Wii;2007;Simulation;Ubisoft;47
4403;Celebrity Sports Showdown;Wii;2008;Sports;Electronic Arts;47
4408;Karaoke Revolution;Wii;2009;Misc;Konami Digital Entertainment;47
4425;Food Network: Cook or Be Cooked;Wii;2009;Misc;Namco Bandai Games;47
4436;G-Force;Wii;2009;Action;Disney Interactive Studios;47
4437;Ben 10 Alien Force: Vilgax Attacks;Wii;2009;Action;D3Publisher;47
4446;Family Fest Presents Circus Games;Wii;2008;Misc;Ubisoft;47
4455;Sin and Punishment: Star Successor;Wii;2009;Shooter;Nintendo;50
4456;Jump Start Pet Rescue;Wii;2009;Misc;Knowledge Adventure;47
4484;Nicktoons: Attack of the Toybots;Wii;2007;Platform;THQ;47
4488;Just Dance: Summer Party;Wii;2011;Misc;Ubisoft;47
4493;Remington Great American Bird Hunt;Wii;2009;Sports;Mastiff;47
4513;NBA Jam;Wii;2010;Sports;Electronic Arts;47
4525;2010 FIFA World Cup South Africa;Wii;2010;Sports;Electronic Arts;47
4531;How to Train Your Dragon;Wii;2010;Action;Activision;47
4538;NHL Slapshot;Wii;N/A;Sports;Unknown;47
4540;FIFA 14;Wii;2013;Sports;Electronic Arts;47
